make,model,year,price,odometer
Jeep,Compass,2023,25400.0,29246
Volkswagen,Passat,2015,12780.0,102322
Opel,Grandland X,2021,16999.0,91700
Toyota,Yaris,2024,53900.0,10
Jeep,Avenger,2023,22350.0,13008
BMW,116,2017,18400.0,79000
Bentley,Continental GT,2004,38990.0,108560
Dacia,Jogger,2024,23790.0,10
Ford,Transit Custom,2021,23950.0,77043
Chevrolet,Chevelle,1964,35900.0,99999
Citroen,C3,2009,2700.0,195431
Skoda,Superb,2014,14980.0,132980
Jaguar,XF,2019,18900.0,68000
Nissan,Navara,2007,7900.0,240000
Hyundai,i10,2022,9900.0,85000
CUPRA,Leon,2024,32440.0,5800
Toyota,RAV 4,2022,29900.0,30979
Jaguar,F-Pace,2021,39992.0,40812
Hyundai,TUCSON,2023,31390.0,33700
Fiat,500L,2020,9900.0,132249
Opel,Corsa,2021,8999.0,109000
Lexus,NX 300,2020,34990.0,72760
Cadillac,CTS,2014,16990.0,129000
Audi,Q2,2023,24990.0,50838
Rolls-Royce,Cullinan,2019,579999.0,7600
Hyundai,BAYON,2023,15799.0,10200
Volvo,V60,2020,18900.0,124000
BMW,118,2012,8900.0,194000
Land-Rover,Range Rover Velar,2023,58900.0,34800
Renault,Megane,2023,20990.0,35500
Jaguar,E-Pace,2019,17900.0,99840
Dodge,Challenger,2018,66000.0,43500
Fiat,500,2023,11500.0,60000
CUPRA,Leon,2022,24490.0,35090
Volkswagen,Golf,2013,10990.0,145000
Lexus,IS 300,2019,21500.0,93100
Opel,Adam,2013,8500.0,32000
Honda,Jazz,2021,17500.0,48000
Porsche,Macan,2018,42690.0,11728
Skoda,Karoq,2024,28710.0,22500
Nissan,Juke,2017,10399.0,48649
Tesla,Model Y,2023,35550.0,29998
Chevrolet,Silverado,2020,68910.0,78899
Jeep,Compass,2022,22500.0,75005
Opel,Insignia,2021,17900.0,71951
CUPRA,Formentor,2023,33695.0,7318
Jaguar,F-Pace,2023,44990.0,32135
Lamborghini,Huracán,2024,394900.0,50
Volvo,940,1998,6950.0,409860
Hyundai,i10,2024,16890.0,1
Mercedes-Benz,Vito,2020,14750.0,96060
Jaguar,F-Pace,2021,35750.0,58910
Renault,Megane,2011,4999.0,183563
Ford,Kuga,2021,17000.0,97498
Nissan,Townstar,2024,27700.0,5
Nissan,Qashqai,2009,5995.0,182539
Renault,Arkana,2022,17900.0,96333
Land-Rover,Range Rover,2025,232140.0,0
SEAT,Ibiza,2018,7499.0,228060
Lexus,CT 200h,2020,16800.0,102944
Toyota,C-HR,2018,16444.0,66350
Hyundai,TUCSON,2020,21500.0,38727
Lexus,NX 350h,2022,35491.0,26000
Toyota,bZ4X,2023,29490.0,16619
Kia,ProCeed / pro_cee'd,2022,29990.0,19500
Alfa-Romeo,Spider,1996,7990.0,179248
Cadillac,Escalade,2008,20000.0,220000
Dacia,Logan,2020,12490.0,46996
Mercedes-Benz,S 500,2015,42290.0,129500
Skoda,Fabia,2011,1845.0,266439
Jaguar,E-Pace,2018,21400.0,95250
Toyota,Auris,2017,13950.0,135337
Maserati,Quattroporte,2018,35700.0,88498
Hyundai,BAYON,2021,11499.0,85341
Audi,Q5,2020,35995.0,34780
Tesla,Model S,2018,26990.0,123288
Renault,Megane,2018,9950.0,145713
Renault,ZOE,2015,6980.0,13700
Honda,Jazz,2022,18390.0,19272
Mercedes-Benz,A 250,2022,25780.0,48582
Renault,Captur,2020,14990.0,44190
Rolls-Royce,Silver Seraph,2000,59895.0,32000
Cadillac,Escalade,2024,122490.0,6000
Dodge,Challenger,2020,41387.0,45485
Audi,Q5,2021,33950.0,59998
Chevrolet,Silverado,2009,21500.0,409702
SEAT,Arona,2018,14500.0,85894
Audi,A5,2016,19980.0,108000
Opel,Astra,1999,895.0,146841
Rolls-Royce,Silver Shadow,1973,8450.0,95000
Suzuki,Celerio,2016,7345.0,75995
Toyota,Corolla,2006,3697.0,156050
Chevrolet,Tacuma,2008,30650.0,210000
Volvo,S60,2021,27890.0,74000
Tesla,Model S,2023,89900.0,30650
Kia,Sportage,2022,24149.0,52256
Ford,Focus,2020,10490.0,119326
Audi,A3,2016,15880.0,52500
Chevrolet,Aveo,2009,2999.0,170000
SEAT,Tarraco,2020,26980.0,105000
Peugeot,3008,2017,16440.0,52406
Dacia,Sandero,2023,15795.0,21710
Corvette,C3,1971,15000.0,81000
SEAT,Arona,2021,14500.0,45000
Fiat,Bravo,2008,3500.0,165575
Mercedes-Benz,A 200,2016,16880.0,102200
Toyota,C-HR,2024,28980.0,15
Cadillac,CT6,2018,49950.0,96734
Cadillac,XT5,2018,24899.0,73100
Rolls-Royce,Silver Shadow,1975,24500.0,99999
Citroen,Ami,2021,5250.0,8544
Ford,Tourneo Custom,2013,14900.0,223284
Hyundai,KONA,2023,33990.0,2782
Kia,Sportage,2012,9480.0,118992
Volvo,V60 Cross Country,2020,26500.0,99600
Fiat,Panda,2007,3245.0,112583
Fiat,Panda,2015,10500.0,47555
Honda,CR-V,2020,27950.0,103818
Skoda,Kodiaq,2021,32990.0,66247
Skoda,Karoq,2021,25800.0,70960
Kia,Sportage,2012,8945.0,160656
Suzuki,S-Cross,2023,25880.0,14700
CUPRA,Ateca,2022,33260.0,56427
Volkswagen,Tiguan,2013,6900.0,199890
Bentley,Continental GT,2019,169900.0,59000
Opel,Corsa,2024,22495.0,9997
Toyota,Yaris,2010,4250.0,152590
Ford,Tourneo Connect,2021,21290.0,35342
Porsche,Cayenne,2022,91950.0,22900
Volvo,S80,2012,6945.0,358085
Rolls-Royce,Cullinan,2019,599980.0,39584
Cadillac,ATS,2018,31999.0,76872
Kia,Sportage,2020,24700.0,39473
Corvette,C8,2021,127999.0,6100
Hyundai,Inster,2025,23990.0,1000
Volvo,V60,2018,15400.0,84500
Volkswagen,Polo,2018,10350.0,179297
Maserati,Quattroporte,2018,35700.0,88498
Cadillac,Escalade,2008,20000.0,100000
SEAT,Arona,2021,13650.0,70720
Dacia,Sandero,2011,5190.0,76393
Volkswagen,Tiguan,2016,15499.0,41700
Porsche,Taycan,2021,59700.0,43100
Fiat,Panda,1997,3750.0,174000
Chevrolet,Alero,2001,2750.0,137569
Skoda,Rapid/Spaceback,2015,7450.0,100063
Skoda,Octavia,2012,6850.0,232000
Land-Rover,Range Rover Evoque,2020,27690.0,38462
SEAT,Leon,2013,8690.0,98500
Land-Rover,Discovery Sport,2022,34890.0,47500
Dacia,Lodgy,2021,17600.0,11327
BMW,118,2023,23900.0,36010
Ford,Fiesta,2015,14449.0,39667
Jaguar,E-Pace,2020,26490.0,55020
Alfa-Romeo,Giulia,2016,13900.0,233400
CUPRA,Formentor,2021,32750.0,67593
Alfa-Romeo,Stelvio,2021,29000.0,19397
Tesla,Model S,2013,19950.0,243520
Alfa-Romeo,Stelvio,2019,25900.0,45000
Land-Rover,Range Rover Velar,2018,34900.0,132000
Tesla,Model Y,2023,43950.0,19655
Volkswagen,T-Cross,2021,16900.0,29000
Aston-Martin,DB9,2008,49900.0,58500
Mercedes-Benz,CLA 250,2020,29990.0,67467
Peugeot,2008,2018,9900.0,77000
Tesla,Model 3,2022,28900.0,57764
Skoda,Karoq,2020,32900.0,76700
Renault,Kadjar,2019,11500.0,145311
Skoda,Superb,2017,11450.0,168818
Citroen,C3,2023,12950.0,3826
Dodge,Challenger,2019,109800.0,9363
Dacia,Duster,2019,12900.0,62942
Opel,Zafira Life,2020,26400.0,85175
Honda,Civic,2018,17990.0,99000
Fiat,Punto,2015,4490.0,199000
Fiat,500,2014,5800.0,171000
Toyota,Prius,2007,4988.0,198000
Kia,Sportage,2022,23700.0,79950
Alfa-Romeo,Giulietta,2011,11450.0,152909
Peugeot,208,2020,11950.0,117000
Dodge,RAM,2021,45800.0,125000
Ford,Tourneo Custom,2014,13998.0,133000
Dacia,Duster,2019,12900.0,67780
Lexus,UX 250h,2019,19900.0,72120
Audi,A5,2019,24999.0,71000
Dacia,Sandero,2015,8900.0,23149
Dacia,Sandero,2021,12590.0,14888
Opel,Mokka X,2018,12890.0,55500
Ferrari,488,2016,211900.0,28061
Suzuki,Jimny,2018,19250.0,33163
Opel,Astra,2012,3500.0,190251
Volvo,S40,2009,5990.0,198000
Aston-Martin,Vantage,2023,199980.0,8771
BMW,220,2018,10999.0,215891
Renault,Twingo,2020,12990.0,62512
Cadillac,XT5,2024,44950.0,14000
CUPRA,Formentor,2022,25990.0,61276
Jaguar,F-Pace,2018,22990.0,81300
Mercedes-Benz,GLB 200,2021,26950.0,99983
Skoda,Superb,2019,21700.0,103932
Toyota,C-HR,2024,29400.0,1
Mercedes-Benz,GLC 220,2016,24600.0,142700
Volkswagen,Polo,2017,10950.0,114088
BMW,X1,2023,31990.0,51893
Rolls-Royce,Wraith,2014,189000.0,68500
Cadillac,BLS,2007,1000.0,336500
Peugeot,208,2015,8500.0,100000
Volvo,XC60,2020,33750.0,138315
Jeep,Compass,2022,23990.0,37000
Honda,CR-V,2018,29900.0,45000
Skoda,Octavia,2020,20500.0,129666
Jaguar,XE,2017,14900.0,108000
Dodge,Challenger,2020,29999.0,43317
Fiat,Panda,2018,10900.0,58276
BMW,X1,2014,10890.0,113000
Lamborghini,Aventador,2022,655900.0,1990
SEAT,Ibiza,2024,22890.0,15
Tesla,Model Y,2023,33990.0,47500
Suzuki,Ignis,2024,19288.0,50
Land-Rover,Range Rover Sport,2021,61950.0,44850
Nissan,Qashqai,2018,12700.0,95000
Jaguar,F-Pace,2020,38900.0,51500
CUPRA,Ateca,2024,37495.0,10
Mercedes-Benz,E 300,2013,15400.0,224761
Porsche,Taycan,2022,72700.0,19800
Volvo,XC60,2024,55900.0,8974
Toyota,Yaris Cross,2021,19990.0,50000
Mercedes-Benz,C 220,2015,21990.0,35190
Cadillac,Series 62,1958,19000.0,90000
Volvo,V60,2019,20500.0,128001
Kia,Picanto,2023,17950.0,3350
Suzuki,Vitara,2016,12900.0,96619
Nissan,X-Trail,2021,24990.0,51316
Ford,Transit,2018,8950.0,191000
Citroen,C3,2022,11500.0,45061
Jaguar,I-Pace,2018,23950.0,121263
Skoda,Scala,2024,26950.0,1167
Renault,Captur,2021,17890.0,44600
Citroen,C3,2021,11890.0,38785
Jeep,Compass,2023,24800.0,69000
SEAT,Leon,2013,8690.0,98500
Dacia,Spring,2023,16880.0,50
Kia,Sportage,2025,27480.0,0
Skoda,Kamiq,2023,17220.0,28300
Land-Rover,Discovery Sport,2021,33489.0,32980
BMW,418,2018,22499.0,61000
Citroen,C1,2012,3350.0,184762
Volkswagen,Golf,2008,3950.0,286700
Honda,HR-V,2019,20990.0,29000
Toyota,Proace,2021,19990.0,48133
Volkswagen,Golf,2019,17990.0,44102
Toyota,Aygo,2016,7790.0,37730
SEAT,Ateca,2020,20900.0,29190
Volkswagen,Touareg,2006,5990.0,349000
Corvette,C7,2015,47990.0,88428
CUPRA,Ateca,2023,34280.0,12749
Jaguar,E-Pace,2020,25900.0,99000
Citroen,C3,2024,18300.0,1
Citroen,C4,2024,16990.0,10
Chevrolet,Corvette,1964,69500.0,62500
Citroen,C3,2017,10200.0,109000
Cadillac,Escalade,2015,49900.0,61750
Renault,Captur,2020,14990.0,80304
BMW,118,2012,12150.0,120000
Renault,Scenic,2011,3750.0,171958
Mercedes-Benz,B 180,2013,8990.0,174395
Aston-Martin,DB12,2024,243950.0,2382
Citroen,C3 Aircross,2020,15490.0,48500
Peugeot,308,2012,3949.0,173341
Land-Rover,Range Rover Evoque,2020,30250.0,74602
Mercedes-Benz,CLA 200,2017,18400.0,107112
Ford,S-Max,2017,16490.0,116000
SEAT,Leon,2018,21601.0,85000
Kia,Stonic,2022,15900.0,36045
Dodge,RAM,2014,20503.0,158012
Renault,Captur,2024,18490.0,17800
Peugeot,3008,2017,13500.0,96000
Dodge,RAM,2018,42930.0,40000
Renault,Clio,2005,1970.0,76500
Volvo,V70,2013,3850.0,374540
Dacia,Duster,2017,9910.0,130576
Volvo,V60,2021,20900.0,124922
Nissan,Qashqai,2021,18950.0,20222
Ford,Fiesta,2010,6499.0,83373
Lexus,RC 300h,2016,21900.0,50000
Citroen,C3,2020,15490.0,19990
Fiat,Panda,2013,7500.0,70546
Kia,Niro,2022,19690.0,40111
Citroen,Grand C4 Picasso,2018,12950.0,157949
Cadillac,SRX,2005,6900.0,149855
Nissan,Qashqai,2024,27660.0,12764
Dodge,RAM,2017,44900.0,67000
Skoda,Kamiq,2022,21990.0,21500
Peugeot,5008,2021,21250.0,75995
Nissan,Qashqai,2013,7998.0,154000
Suzuki,Alto,2010,3750.0,97000
Alfa-Romeo,Giulietta,2016,10490.0,132000
Alfa-Romeo,Giulietta,2011,4490.0,242000
Dacia,Duster,2019,12800.0,70000
Skoda,Karoq,2021,23999.0,33621
Hyundai,i30,2022,13480.0,90070
Alfa-Romeo,Stelvio,2018,41700.0,82000
Cadillac,Escalade,2016,49990.0,106000
Opel,Corsa,2020,14900.0,26403
Volvo,XC90,2020,46000.0,44000
Honda,CR-V,2019,23990.0,53540
Hyundai,i30,2022,13875.0,88959
Audi,A5,2015,16990.0,180000
Ferrari,Testarossa,1991,120000.0,122000
Dodge,RAM,2021,45900.0,51127
Peugeot,508,2020,14290.0,117002
Fiat,Panda,2019,15340.0,39752
Nissan,Micra,2020,13990.0,55000
Citroen,C3,2021,9990.0,63000
Volvo,XC90,2020,39999.0,73686
Opel,Astra,2014,4999.0,149631
Honda,Civic,2017,14990.0,68300
Land-Rover,Defender,2024,92950.0,23500
Alfa-Romeo,Tonale,2023,24449.0,30439
Ferrari,SF90 Stradale,2021,469900.0,14882
Honda,e:Ny1,2024,36990.0,2000
Kia,Sportage,2017,15500.0,98000
Dodge,Grand Caravan,2020,19990.0,28704
Aston-Martin,Volante,2006,69455.0,78950
Nissan,Micra,2019,8440.0,146240
Kia,Sportage,2024,37598.0,1108
Volkswagen,Tiguan,2022,27970.0,43038
SEAT,Leon e-Hybrid,2021,18990.0,69000
CUPRA,Formentor,2022,25499.0,19980
Mercedes-Benz,E 300,2015,14700.0,230538
Dodge,RAM,2014,27800.0,198100
Fiat,600,2024,26490.0,10
Tesla,Model Y,2022,44990.0,28000
Renault,Captur,2021,15450.0,40010
CUPRA,Leon,2021,25749.0,27775
Chevrolet,Corvette,2024,135300.0,1
Citroen,C1,2021,10950.0,7200
Toyota,Aygo,2013,5200.0,68900
Toyota,Verso,2008,2999.0,245868
Kia,Rio,2023,16450.0,12680
Dacia,Dokker,2019,11800.0,51000
Audi,A6,2014,16999.0,122615
Lexus,NX 300,2017,19900.0,135768
Dacia,Sandero,2014,7750.0,75845
CUPRA,Leon,2023,25990.0,33680
Ford,Mustang,2020,43990.0,29773
Ford,Focus,2014,14655.0,95800
Nissan,X-Trail,2024,37900.0,8500
SEAT,Arona,2021,12900.0,75000
Bentley,Flying Spur,2014,73900.0,68965
Fiat,500,2014,10600.0,50600
CUPRA,Formentor,2023,29990.0,25000
Toyota,Verso,2015,13500.0,70125
Nissan,Qashqai,2024,23900.0,14000
Dodge,Challenger,2022,39989.0,39503
SEAT,Ateca,2021,22960.0,36099
Jeep,Renegade,2021,16900.0,40147
Kia,XCeed,2023,19275.0,20
Renault,ZOE,2020,10270.0,6384
Lexus,NX 300,2021,29900.0,38000
Lexus,NX 300,2019,33900.0,71589
Skoda,Enyaq,2024,39920.0,11990
Volkswagen,Golf,2020,22649.0,21903
Audi,Q4 e-tron,2022,23980.0,62300
Renault,Arkana,2023,24900.0,20598
Ford,Focus,2018,11999.0,81623
SEAT,Ateca,2021,23820.0,46241
Hyundai,BAYON,2024,16100.0,15
Hyundai,i10,2023,17490.0,10900
SEAT,Tarraco,2024,38450.0,2805
Maserati,Levante,2020,34850.0,131250
Aston-Martin,DB9,2005,64900.0,25500
Rolls-Royce,Silver Spur,1987,24900.0,70779
Toyota,Auris,2015,9750.0,241949
Lexus,UX 250h,2023,28880.0,39274
Toyota,C-HR,2020,15950.0,111000
Jeep,Compass,2020,20800.0,55000
Volkswagen,Passat Alltrack,2020,19900.0,129000
Skoda,Octavia,2014,6200.0,285775
Jaguar,E-Pace,2018,20900.0,65617
Alfa-Romeo,Junior,2025,28450.0,10
SEAT,Arona,2024,23890.0,6929
Mercedes-Benz,A 160,2010,7200.0,76100
Jeep,Grand Cherokee,2012,19900.0,136937
Mercedes-Benz,Vito,2017,17970.0,181000
Jaguar,XF,2023,40910.0,13912
Jaguar,F-Pace,2021,59900.0,45000
Toyota,C-HR,2022,26450.0,19650
Opel,Corsa,2021,16490.0,37346
Volvo,V90,2020,29900.0,126500
Audi,TT,2006,11900.0,93000
Lexus,LM,2024,115000.0,15000
CUPRA,Formentor,2024,36990.0,20
Toyota,Corolla,2021,24685.0,80535
Mercedes-Benz,GLA 180,2017,16940.0,140500
Volkswagen,Golf,2020,18800.0,29000
Ferrari,Roma,2022,239900.0,12896
CUPRA,Terramar,2025,47890.0,10
Tesla,Model 3,2019,22950.0,89000
CUPRA,Formentor,2021,21390.0,33350
Renault,ZOE,2019,9250.0,38192
Jeep,Renegade,2022,18769.0,54163
Volvo,XC90,2015,17900.0,306473
Mercedes-Benz,C 200,2017,26940.0,106978
BMW,520,2015,10990.0,149983
Citroen,C3,2013,4450.0,146036
Fiat,500,2019,10897.0,32846
Toyota,Avensis,2008,1450.0,710684
Fiat,Tipo,2017,8950.0,113500
Lexus,RX 450h,2020,43900.0,74350
Land-Rover,Discovery,2014,15999.0,214000
Chevrolet,Corvette,2025,215000.0,1
SEAT,Arona,2022,19900.0,17362
Dacia,Duster,2024,25600.0,418
Nissan,X-Trail,2018,20975.0,60500
Kia,XCeed,2020,17479.0,84051
Hyundai,IONIQ 5,2021,26900.0,37161
Audi,TT,2007,10990.0,99800
Cadillac,Fleetwood,1987,12900.0,148613
Tesla,Model 3,2020,31650.0,51789
Jaguar,XJ,2013,14000.0,181699
BMW,520,2013,6500.0,247581
Jeep,Avenger,2024,21290.0,10
CUPRA,Formentor,2024,38990.0,5
Toyota,Prius,2017,18990.0,39290
Lamborghini,Aventador,2021,599999.0,21908
Toyota,C-HR,2023,24480.0,11
Peugeot,3008,2021,17990.0,73882
Land-Rover,Range Rover,2014,27950.0,155341
Alfa-Romeo,Brera,2006,19990.0,88079
Alfa-Romeo,Stelvio,2019,16890.0,190904
Volkswagen,Passat CC,2011,8900.0,153000
BMW,116,2010,9880.0,58500
Alfa-Romeo,Giulia,2016,15245.0,178899
Porsche,Cayenne,2015,35999.0,88817
Suzuki,Vitara,2019,15000.0,40214
Audi,A4 allroad,2016,19000.0,98513
Land-Rover,Discovery Sport,2017,16899.0,144400
Suzuki,Jimny,2023,28500.0,18100
Skoda,Octavia,2020,24970.0,84850
Cadillac,Eldorado,1965,25000.0,31506
Peugeot,208,2022,13900.0,65450
Toyota,Aygo X,2024,15900.0,13221
Land-Rover,Range Rover Velar,2020,36300.0,57836
Chevrolet,Blazer,1991,18900.0,60000
Land-Rover,Range Rover Evoque,2020,36900.0,59900
Citroen,C4 Picasso,2017,13900.0,73547
Renault,Kadjar,2018,13991.0,32280
Rolls-Royce,Cullinan,2020,389900.0,37270
Hyundai,i10,2023,13840.0,2595
Volkswagen,Passat Variant,2024,43680.0,18000
Peugeot,5008,2022,26850.0,72000
Land-Rover,Range Rover Evoque,2021,36890.0,94500
CUPRA,Formentor,2021,23370.0,44233
Toyota,Aygo,2020,9900.0,19789
Volvo,V50,2011,5150.0,232000
Renault,Arkana,2021,21900.0,43100
Fiat,500L,2021,14490.0,50737
Kia,Sportage,2023,29670.0,33048
Honda,Jazz,2020,15480.0,99530
Cadillac,CT6,2017,42990.0,53050
Toyota,Corolla Verso,2006,5999.0,147000
Jaguar,F-Pace,2018,22990.0,81300
Tesla,Model X,2017,37900.0,115000
Toyota,Corolla,2020,16383.0,54203
CUPRA,Formentor,2022,25400.0,57033
Jeep,Compass,2020,16900.0,38309
Jaguar,S-Type,2004,2450.0,255131
SEAT,Leon,2016,10850.0,165000
Aston-Martin,Vantage,2008,57900.0,62125
Kia,Rio,2013,7745.0,112204
Suzuki,Wagon R+,2000,1595.0,174784
Opel,Crossland,2020,10900.0,60332
Chevrolet,Captiva,2007,5500.0,189000
Peugeot,2008,2019,14289.0,45392
CUPRA,Born,2022,24887.0,38916
Land-Rover,Range Rover Velar,2018,32990.0,96522
Volkswagen,Golf Plus,2013,9878.0,96900
Fiat,500X,2018,15980.0,45500
BMW,730,2016,27900.0,133000
Maserati,Merak,1975,49500.0,57512
Citroen,C1,2017,5999.0,132371
Jaguar,XF,2020,26900.0,70900
Cadillac,Deville,1975,2700.0,1
Dodge,Caliber,2012,6990.0,113000
BMW,330,2016,16950.0,179581
Ferrari,488,2018,245000.0,23000
Dodge,Caliber,2006,2490.0,340000
Lamborghini,Aventador,2019,419900.0,22350
Jaguar,XE,2015,15750.0,84000
Land-Rover,Discovery Sport,2016,14900.0,127967
Honda,Jazz,2021,17300.0,33018
Ford,Fiesta,2018,9890.0,88192
Kia,Stonic,2021,14990.0,74989
Opel,Corsa,2019,10895.0,59725
Tesla,Model S,2019,37990.0,75000
Dodge,RAM,2020,45800.0,153300
Volvo,XC40,2021,26950.0,64107
Mercedes-Benz,E 320,1995,34890.0,75145
Chevrolet,Captiva,2012,12880.0,90000
Kia,XCeed,2020,21840.0,38906
Suzuki,Swift,2017,11950.0,111901
Chevrolet,Volt,2013,5000.0,156189
BMW,750,2011,12490.0,190000
Jeep,Compass,2019,15200.0,81000
Renault,Megane,2013,12995.0,192422
Bentley,Continental,2019,189990.0,32000
Citroen,C4 Picasso,2018,11750.0,147000
Citroen,C3 Aircross,2023,22800.0,5
Chevrolet,Cruze,2012,4500.0,292000
Nissan,Qashqai,2021,22985.0,43750
Tesla,Model S,2015,23950.0,187000
Lexus,NX 300h,2018,25890.0,76300
Hyundai,i30,2022,18990.0,22946
Opel,Astra,2020,11980.0,64395
Hyundai,TUCSON,2017,18950.0,59385
SEAT,Ateca,2019,18500.0,89609
Dodge,Challenger,2024,78790.0,1086
BMW,X3,2011,9980.0,158364
Alfa-Romeo,Tonale,2023,36950.0,17950
Nissan,Qashqai+2,2009,5600.0,220110
Cadillac,CTS,2006,7990.0,72000
Mercedes-Benz,S 680,2023,204900.0,29000
Volkswagen,T-Roc,2019,19950.0,87345
Kia,Sportage,2012,10999.0,144837
Land-Rover,Range Rover Sport,2022,91900.0,22567
Jeep,Renegade,2020,13690.0,80000
SEAT,Tarraco,2019,25950.0,65000
Jaguar,F-Pace,2019,26900.0,53137
Jeep,Renegade,2016,10900.0,184730
Alfa-Romeo,Giulia,2017,17950.0,66150
Toyota,Aygo,2010,3999.0,89184
Mercedes-Benz,GLB 200,2020,21980.0,187933
Maserati,Ghibli,2014,27900.0,170000
Hyundai,TUCSON,2021,23290.0,87100
Hyundai,TUCSON,2012,11480.0,114724
Toyota,Avensis,2017,15945.0,172280
Maserati,Levante,2016,34900.0,105392
Fiat,500L,2016,6100.0,205050
Lexus,UX 250h,2021,19800.0,85000
Jaguar,F-Pace,2017,19390.0,157741
Dodge,Challenger,2020,39987.0,45087
Dodge,Journey,2016,14990.0,148473
Jaguar,XE,2016,19990.0,83456
Jeep,Avenger,2023,21990.0,18000
Peugeot,208,2024,19990.0,13
Dacia,Sandero,2023,15900.0,1302
Maserati,MC20,2023,239000.0,10
Jeep,Cherokee,2017,15990.0,125000
Land-Rover,Range Rover,2021,89900.0,41900
Volvo,XC60,2020,24900.0,97580
Kia,Soul,2010,6449.0,84949
SEAT,Alhambra,2020,29989.0,116450
Ferrari,California,2017,154000.0,24000
Toyota,Yaris,2019,11900.0,96727
Peugeot,2008,2017,12900.0,80000
Land-Rover,Range Rover Sport,2020,49995.0,66300
Volvo,V90,2016,19999.0,175000
Chevrolet,Spark,2011,4200.0,46823
Tesla,Model 3,2019,25410.0,98349
Lexus,LX 600,2024,169800.0,9600
SEAT,Arona,2023,17990.0,26871
Suzuki,S-Cross,2023,24990.0,18385
Peugeot,3008,2018,12999.0,161775
Cadillac,Deville,1979,17600.0,25533
BMW,X3,2021,29790.0,69600
BMW,X3,2018,24900.0,129000
Kia,Optima,2016,11900.0,131650
CUPRA,Born,2022,24980.0,63400
Lexus,NX 350h,2022,46950.0,13250
Dodge,Charger,2022,48687.0,14852
Kia,Stonic,2024,19998.0,14196
Honda,CR-V,2021,26990.0,33700
SEAT,Ateca,2023,31470.0,11480
Fiat,Multipla,2004,3000.0,279357
Alfa-Romeo,Giulietta,2016,9500.0,178000
Alfa-Romeo,Junior,2024,29800.0,10
SEAT,Arona,2023,24970.0,11068
Honda,e,2020,17900.0,44745
Citroen,Jumpy,2015,7790.0,244000
Renault,Megane,2021,28977.0,87000
Renault,Espace,2015,16950.0,116700
Alfa-Romeo,Giulia,2022,26490.0,31563
Volkswagen,Polo,2015,6250.0,258750
Land-Rover,Range Rover Evoque,2014,19990.0,117401
Peugeot,408,2023,26950.0,26044
Fiat,Panda,2024,13770.0,15
Citroen,C3,2019,10300.0,92728
Dodge,RAM,2014,20850.0,199996
Jeep,Avenger,2024,21900.0,12100
Jaguar,F-Type,2021,47890.0,36500
Alfa-Romeo,Giulia,2018,25870.0,124000
CUPRA,Leon,2024,31363.0,10
Alfa-Romeo,147,2009,3800.0,144000
Land-Rover,Range Rover Sport,2019,72495.0,45286
Peugeot,5008,2015,8950.0,138387
Lexus,RX 500h,2023,88000.0,11980
CUPRA,Formentor,2023,36790.0,18870
Hyundai,IONIQ,2020,16800.0,39000
Honda,Civic,2008,4400.0,353000
Fiat,Qubo,2018,11800.0,83681
Cadillac,Eldorado,1976,9900.0,49000
Skoda,Yeti,2017,12990.0,112650
BMW,320,2017,17000.0,100000
Opel,Corsa,2008,2945.0,199456
Ford,C-Max,2017,12970.0,25814
Skoda,Kodiaq,2020,32749.0,108450
Nissan,Juke,2024,20810.0,10200
Honda,CR-V,2022,48990.0,49183
Opel,Astra,2015,6350.0,161268
Chevrolet,Corvette,1969,44900.0,27520
Kia,Sportage,2022,23049.0,31356
Skoda,Superb,2022,23980.0,62132
Skoda,Superb,2022,23900.0,62700
Skoda,Octavia,2020,16990.0,86860
Lexus,NX 300,2020,31000.0,69000
Jaguar,F-Pace,2018,27890.0,65000
Fiat,500X,2023,16500.0,15297
Renault,Captur,2016,11290.0,100180
Toyota,Yaris Cross,2024,22900.0,15463
Suzuki,Vitara,2016,9990.0,97570
Jaguar,E-Pace,2022,35900.0,46757
Opel,Insignia,2011,5000.0,120000
Fiat,Panda,2002,4490.0,30990
Toyota,Auris,2008,3500.0,228421
Kia,Sportage,2018,15889.0,55508
BMW,320,2016,8989.0,179450
Dodge,RAM,2014,19990.0,75476
Aston-Martin,DB11,2017,138888.0,13950
Alfa-Romeo,Giulia,2019,20486.0,94208
Jaguar,XF,2019,21950.0,62486
BMW,118,2017,12995.0,149139
Cadillac,XT4,2022,27777.0,96000
Opel,Corsa,2021,14900.0,30808
Fiat,Panda,2020,9400.0,19931
Jaguar,F-Type,2024,110000.0,2460
Fiat,Tipo,2018,9790.0,48558
Fiat,Panda,2023,12900.0,1
Land-Rover,Range Rover Velar,2021,54950.0,34530
Honda,Civic,2021,23499.0,32000
Mercedes-Benz,C 63 AMG,2019,48789.0,70382
Fiat,500X,2023,13450.0,51380
Renault,Clio,2013,4200.0,220000
Mercedes-Benz,A 160,2019,16990.0,87378
Bentley,Bentayga,2017,139900.0,29500
Volkswagen,Arteon,2018,19450.0,100482
Mercedes-Benz,CLA 200,2019,19489.0,84875
Volkswagen,Scirocco,2011,12700.0,107762
Volkswagen,Tiguan,2008,7900.0,173000
Kia,Ceed / cee'd,2018,9981.0,102003
Suzuki,Vitara,2021,18449.0,39000
Jeep,Compass,2019,17400.0,132583
Dacia,Dokker,2017,8290.0,96000
Honda,HR-V,2018,11699.0,163000
